sample	gene_name	gene_length	width_cov	hits
SPB_T35_settle	ere:EUBREC_0087	714	714	130
SPB_T35_settle	rix:RO1_33960	735	694	65
SPB_T35_settle	rum:CK1_37030	765	765	117
R01_W4_not_settle	cct:CC1_02400	714	695	52
R01_W4_not_settle	eel:EUBELI_01662	714	419	38
R01_W4_not_settle	erb:A4V01_10505	705	434	11
R01_W4_not_settle	ere:EUBREC_0087	714	671	63
R01_W4_not_settle	rix:RO1_33960	735	720	57
R01_W4_not_settle	rum:CK1_37030	765	725	26
FAT_006-22-42-0_settle	caer:CSV91_03105	729	667	49
FAT_006-22-42-0_settle	cct:CC1_02400	714	666	1420
FAT_006-22-42-0_settle	eel:EUBELI_01662	714	709	822
FAT_006-22-42-0_settle	ere:EUBREC_0087	714	714	1228
FAT_006-22-42-0_settle	rix:RO1_33960	735	734	909
FAT_006-22-42-0_settle	rum:CK1_37030	765	765	1341
SPB_T29_stay	caer:CSV91_03105	729	727	46
SPB_T29_stay	cct:CC1_02400	714	556	199
SPB_T29_stay	eel:EUBELI_01662	714	399	22
SPB_T29_stay	ere:EUBREC_0087	714	601	74
SPB_T29_stay	rix:RO1_33960	735	732	61
SPB_T29_stay	rum:CK1_37030	765	765	320
FAT_015-22-2-0_not_settle	caer:CSV91_03105	729	138	2
FAT_015-22-2-0_not_settle	cct:CC1_02400	714	606	76
FAT_015-22-2-0_not_settle	eel:EUBELI_01662	714	500	33
FAT_015-22-2-0_not_settle	ele:Elen_1167	699	93	1
FAT_015-22-2-0_not_settle	erb:A4V01_10505	705	270	3
FAT_015-22-2-0_not_settle	ere:EUBREC_0087	714	663	78
FAT_015-22-2-0_not_settle	psor:RSJ16_09120	705	193	3
FAT_015-22-2-0_not_settle	rix:RO1_33960	735	661	36
FAT_015-22-2-0_not_settle	rob:CK5_35820	705	271	5
FAT_015-22-2-0_not_settle	rum:CK1_37030	765	653	16
R01_W8_came_from_donor	caer:CSV91_03105	729	628	103
FAT_012-22-84-0_settle	caer:CSV91_03105	729	419	14
FAT_012-22-84-0_settle	cct:CC1_02400	714	654	538
FAT_012-22-84-0_settle	eel:EUBELI_01662	714	708	350
FAT_012-22-84-0_settle	ere:EUBREC_0087	714	714	546
FAT_012-22-84-0_settle	rix:RO1_33960	735	728	350
FAT_012-22-84-0_settle	rum:CK1_37030	765	765	636
FAT_006-22-14-0_gone	acq:AM609_08255	771	65	1
FAT_006-22-14-0_gone	caer:CSV91_03105	729	709	61
FAT_006-22-14-0_gone	cct:CC1_02400	714	163	2
FAT_006-22-14-0_gone	erb:A4V01_10505	705	93	1
FAT_006-22-14-0_gone	ere:EUBREC_0087	714	362	5
FAT_006-22-14-0_gone	psor:RSJ16_09120	705	93	1
FAT_006-22-14-0_gone	rix:RO1_33960	735	93	1
FAT_006-22-14-0_gone	rum:CK1_37030	765	660	32
FAT_015-22-84-0_settle	caer:CSV91_03105	729	719	129
FAT_015-22-84-0_settle	cct:CC1_02400	714	652	1610
FAT_015-22-84-0_settle	eel:EUBELI_01662	714	710	822
FAT_015-22-84-0_settle	ere:EUBREC_0087	714	714	1402
FAT_015-22-84-0_settle	rix:RO1_33960	735	734	993
FAT_015-22-84-0_settle	rum:CK1_37030	765	765	1356
FAT_006-22-42-0_gone	acq:AM609_08255	771	65	1
FAT_006-22-42-0_gone	caer:CSV91_03105	729	621	16
FAT_006-22-42-0_gone	cct:CC1_02400	714	338	6
FAT_006-22-42-0_gone	eel:EUBELI_01662	714	154	2
FAT_006-22-42-0_gone	erb:A4V01_10505	705	93	1
FAT_006-22-42-0_gone	ere:EUBREC_0087	714	94	1
FAT_006-22-42-0_gone	psor:RSJ16_09120	705	93	1
FAT_006-22-42-0_gone	rix:RO1_33960	735	88	1
FAT_006-22-42-0_gone	rum:CK1_37030	765	757	40
R02_W8_gone	cct:CC1_02400	714	151	1
R02_W8_gone	ele:Elen_1167	699	301	2
R02_W8_gone	gpa:GPA_18440	699	151	1
R02_W8_gone	rix:RO1_33960	735	150	1
R02_W8_gone	rum:CK1_37030	765	300	2
FAT_015-22-14-0_came_from_donor	caer:CSV91_03105	729	79	2
FAT_015-22-14-0_came_from_donor	eel:EUBELI_01662	714	121	2
FAT_015-22-14-0_came_from_donor	psor:RSJ16_09120	705	117	2
FAT_015-22-14-0_came_from_donor	rix:RO1_33960	735	260	3
FAT_015-22-14-0_came_from_donor	rum:CK1_37030	765	81	1
R01_W4_came_from_both	cct:CC1_02400	714	558	24
R01_W4_came_from_both	eel:EUBELI_01662	714	331	3
R01_W4_came_from_both	ere:EUBREC_0087	714	471	9
R01_W4_came_from_both	rix:RO1_33960	735	560	8
R01_W4_came_from_both	rum:CK1_37030	765	747	139
SPB_T41_came_from_both	caer:CSV91_03105	729	217	2
SPB_T41_came_from_both	cct:CC1_02400	714	583	91
SPB_T41_came_from_both	eel:EUBELI_01662	714	428	31
SPB_T41_came_from_both	ere:EUBREC_0087	714	714	98
SPB_T41_came_from_both	rix:RO1_33960	735	696	33
SPB_T41_came_from_both	rum:CK1_37030	765	764	67
SPB_T29_came_itself	caer:CSV91_03105	729	554	16
SPB_T29_came_itself	rum:CK1_37030	765	531	4
R01_W8_stay	cct:CC1_02400	714	583	181
R01_W8_stay	eel:EUBELI_01662	714	600	76
R01_W8_stay	ere:EUBREC_0087	714	711	151
R01_W8_stay	rix:RO1_33960	735	734	126
R01_W8_stay	rum:CK1_37030	765	765	1604
FAT_008-22-42-0_came_from_donor	caer:CSV91_03105	729	491	24
FAT_008-22-42-0_came_from_donor	cct:CC1_02400	714	435	14
FAT_008-22-42-0_came_from_donor	eel:EUBELI_01662	714	176	2
FAT_008-22-42-0_came_from_donor	ere:EUBREC_0087	714	311	8
FAT_008-22-42-0_came_from_donor	rix:RO1_33960	735	550	14
FAT_008-22-42-0_came_from_donor	rum:CK1_37030	765	328	4
R02_W8_not_settle	caer:CSV91_03105	729	726	23
R02_W8_not_settle	cct:CC1_02400	714	635	55
R02_W8_not_settle	eel:EUBELI_01662	714	588	52
R02_W8_not_settle	erb:A4V01_10505	705	151	1
R02_W8_not_settle	ere:EUBREC_0087	714	581	82
R02_W8_not_settle	rix:RO1_33960	735	735	45
R02_W8_not_settle	rum:CK1_37030	765	745	41
FAT_008-22-14-0_stay	caer:CSV91_03105	729	309	7
FAT_008-22-14-0_stay	cct:CC1_02400	714	617	203
FAT_008-22-14-0_stay	eel:EUBELI_01662	714	697	111
FAT_008-22-14-0_stay	ere:EUBREC_0087	714	711	139
FAT_008-22-14-0_stay	rix:RO1_33960	735	729	117
FAT_008-22-14-0_stay	rum:CK1_37030	765	765	998
FAT_015-22-14-0_stay	caer:CSV91_03105	729	646	43
FAT_015-22-14-0_stay	cct:CC1_02400	714	633	337
FAT_015-22-14-0_stay	eel:EUBELI_01662	714	679	205
FAT_015-22-14-0_stay	ere:EUBREC_0087	714	714	328
FAT_015-22-14-0_stay	rix:RO1_33960	735	717	267
FAT_015-22-14-0_stay	rum:CK1_37030	765	765	464
FAT_008-22-2-0_gone	caer:CSV91_03105	729	660	42
FAT_008-22-2-0_gone	cct:CC1_02400	714	92	1
FAT_008-22-2-0_gone	eel:EUBELI_01662	714	266	4
FAT_008-22-2-0_gone	ele:Elen_1167	699	428	8
FAT_008-22-2-0_gone	ere:EUBREC_0087	714	281	3
FAT_008-22-2-0_gone	rix:RO1_33960	735	263	4
FAT_008-22-2-0_gone	rum:CK1_37030	765	761	78
SPB_T36_gone	acq:AM609_08255	771	214	2
SPB_T36_gone	caer:CSV91_03105	729	419	8
SPB_T36_gone	cct:CC1_02400	714	188	2
SPB_T36_gone	eel:EUBELI_01662	714	217	2
SPB_T36_gone	ele:Elen_1167	699	378	4
SPB_T36_gone	erb:A4V01_10505	705	225	2
SPB_T36_gone	ere:EUBREC_0087	714	355	4
SPB_T36_gone	gpa:GPA_18440	699	207	1
SPB_T36_gone	rix:RO1_33960	735	325	3
SPB_T36_gone	rum:CK1_37030	765	262	3
FAT_008-22-42-0_came_from_before	caer:CSV91_03105	729	302	6
FAT_008-22-42-0_came_from_before	rum:CK1_37030	765	89	1
SPB_T25_gone	cct:CC1_02400	714	351	5
SPB_T25_gone	ele:Elen_1167	699	514	4
SPB_T25_gone	ere:EUBREC_0087	714	227	2
SPB_T25_gone	rix:RO1_33960	735	258	2
SPB_T25_gone	rum:CK1_37030	765	354	4
R02_W4_came_itself	caer:CSV91_03105	729	299	2
R02_W4_came_itself	cct:CC1_02400	714	393	5
R02_W4_came_itself	eel:EUBELI_01662	714	159	4
R02_W4_came_itself	ere:EUBREC_0087	714	464	10
R02_W4_came_itself	rix:RO1_33960	735	151	2
R02_W4_came_itself	rum:CK1_37030	765	757	53
R02_W8_settle	caer:CSV91_03105	729	613	7
R02_W8_settle	cct:CC1_02400	714	651	217
R02_W8_settle	eel:EUBELI_01662	714	603	87
R02_W8_settle	ere:EUBREC_0087	714	714	218
R02_W8_settle	rix:RO1_33960	735	735	174
R02_W8_settle	rum:CK1_37030	765	765	214
FAT_015-22-84-0_came_from_before	caer:CSV91_03105	729	190	3
R01_W8_settle	caer:CSV91_03105	729	728	77
R01_W8_settle	cct:CC1_02400	714	559	128
R01_W8_settle	eel:EUBELI_01662	714	600	40
R01_W8_settle	ere:EUBREC_0087	714	713	91
R01_W8_settle	rix:RO1_33960	735	717	104
R01_W8_settle	rum:CK1_37030	765	765	158
SPB_T33_came_from_both	caer:CSV91_03105	729	690	23
SPB_T33_came_from_both	cct:CC1_02400	714	581	94
SPB_T33_came_from_both	eel:EUBELI_01662	714	581	33
SPB_T33_came_from_both	ere:EUBREC_0087	714	682	26
SPB_T33_came_from_both	rix:RO1_33960	735	721	64
SPB_T33_came_from_both	rum:CK1_37030	765	738	81
FAT_020-22-2-0_came_from_before	caer:CSV91_03105	729	229	3
FAT_020-22-2-0_gone	caer:CSV91_03105	729	708	108
FAT_020-22-2-0_gone	cct:CC1_02400	714	409	5
FAT_020-22-2-0_gone	eel:EUBELI_01662	714	257	8
FAT_020-22-2-0_gone	ere:EUBREC_0087	714	489	7
FAT_020-22-2-0_gone	gpa:GPA_18440	699	88	1
FAT_020-22-2-0_gone	rix:RO1_33960	735	389	8
FAT_020-22-2-0_gone	rum:CK1_37030	765	283	5
SPB_T39_not_settle	caer:CSV91_03105	729	587	7
SPB_T39_not_settle	cct:CC1_02400	714	699	108
SPB_T39_not_settle	eel:EUBELI_01662	714	423	33
SPB_T39_not_settle	ele:Elen_1167	699	514	4
SPB_T39_not_settle	ere:EUBREC_0087	714	552	45
SPB_T39_not_settle	gpa:GPA_18440	699	333	2
SPB_T39_not_settle	rix:RO1_33960	735	735	58
SPB_T39_not_settle	rum:CK1_37030	765	298	4
R01_W4_came_from_before	rum:CK1_37030	765	512	7
R02_W8_came_from_both	cct:CC1_02400	714	517	66
R02_W8_came_from_both	eel:EUBELI_01662	714	548	22
R02_W8_came_from_both	ere:EUBREC_0087	714	509	41
R02_W8_came_from_both	rix:RO1_33960	735	486	22
R02_W8_came_from_both	rum:CK1_37030	765	606	18
FAT_012-22-14-0_stay	caer:CSV91_03105	729	697	64
FAT_012-22-14-0_stay	cct:CC1_02400	714	707	829
FAT_012-22-14-0_stay	eel:EUBELI_01662	714	712	410
FAT_012-22-14-0_stay	ere:EUBREC_0087	714	711	569
FAT_012-22-14-0_stay	psor:RSJ16_09120	705	88	1
FAT_012-22-14-0_stay	rix:RO1_33960	735	735	637
FAT_012-22-14-0_stay	rum:CK1_37030	765	765	1844
SPB_T23_not_settle	caer:CSV91_03105	729	729	28
SPB_T23_not_settle	cct:CC1_02400	714	425	4
SPB_T23_not_settle	eel:EUBELI_01662	714	380	13
SPB_T23_not_settle	ele:Elen_1167	699	514	4
SPB_T23_not_settle	ere:EUBREC_0087	714	601	9
SPB_T23_not_settle	gpa:GPA_18440	699	333	2
SPB_T23_not_settle	rix:RO1_33960	735	687	5
SPB_T23_not_settle	rum:CK1_37030	765	298	4
FAT_020-22-14-0_settle	cct:CC1_02400	714	620	584
FAT_020-22-14-0_settle	eel:EUBELI_01662	714	707	388
FAT_020-22-14-0_settle	ere:EUBREC_0087	714	714	633
FAT_020-22-14-0_settle	rix:RO1_33960	735	735	445
FAT_020-22-14-0_settle	rum:CK1_37030	765	764	303
SPB_T36_settle	caer:CSV91_03105	729	729	38
SPB_T36_settle	cct:CC1_02400	714	664	191
SPB_T36_settle	eel:EUBELI_01662	714	433	67
SPB_T36_settle	ere:EUBREC_0087	714	714	112
SPB_T36_settle	rix:RO1_33960	735	712	71
SPB_T36_settle	rum:CK1_37030	765	765	108
FAT_020-22-42-0_not_settle	caer:CSV91_03105	729	715	54
FAT_020-22-42-0_not_settle	cct:CC1_02400	714	512	20
FAT_020-22-42-0_not_settle	eel:EUBELI_01662	714	426	21
FAT_020-22-42-0_not_settle	ele:Elen_1167	699	59	1
FAT_020-22-42-0_not_settle	erb:A4V01_10505	705	217	3
FAT_020-22-42-0_not_settle	ere:EUBREC_0087	714	693	46
FAT_020-22-42-0_not_settle	llk:LLKF_1298	678	159	2
FAT_020-22-42-0_not_settle	rix:RO1_33960	735	611	20
FAT_020-22-42-0_not_settle	rum:CK1_37030	765	625	30
SPB_T23_came_from_both	caer:CSV91_03105	729	123	1
SPB_T23_came_from_both	cct:CC1_02400	714	711	220
SPB_T23_came_from_both	eel:EUBELI_01662	714	576	103
SPB_T23_came_from_both	ere:EUBREC_0087	714	714	184
SPB_T23_came_from_both	rix:RO1_33960	735	734	120
SPB_T23_came_from_both	rum:CK1_37030	765	765	134
FAT_015-22-84-0_not_settle	caer:CSV91_03105	729	314	6
FAT_015-22-84-0_not_settle	cct:CC1_02400	714	693	172
FAT_015-22-84-0_not_settle	eel:EUBELI_01662	714	552	144
FAT_015-22-84-0_not_settle	ele:Elen_1167	699	93	1
FAT_015-22-84-0_not_settle	erb:A4V01_10505	705	317	4
FAT_015-22-84-0_not_settle	ere:EUBREC_0087	714	698	245
FAT_015-22-84-0_not_settle	gpa:GPA_18440	699	145	2
FAT_015-22-84-0_not_settle	psor:RSJ16_09120	705	174	2
FAT_015-22-84-0_not_settle	rix:RO1_33960	735	709	170
FAT_015-22-84-0_not_settle	rob:CK5_35820	705	271	5
FAT_015-22-84-0_not_settle	rum:CK1_37030	765	754	34
FAT_020-22-84-0_settle	cct:CC1_02400	714	612	494
FAT_020-22-84-0_settle	eel:EUBELI_01662	714	700	389
FAT_020-22-84-0_settle	ere:EUBREC_0087	714	714	584
FAT_020-22-84-0_settle	rix:RO1_33960	735	735	437
FAT_020-22-84-0_settle	rum:CK1_37030	765	764	306
R01_W8_not_settle	caer:CSV91_03105	729	151	2
R01_W8_not_settle	cct:CC1_02400	714	695	85
R01_W8_not_settle	eel:EUBELI_01662	714	558	30
R01_W8_not_settle	erb:A4V01_10505	705	434	13
R01_W8_not_settle	ere:EUBREC_0087	714	673	75
R01_W8_not_settle	rix:RO1_33960	735	735	65
R01_W8_not_settle	rum:CK1_37030	765	725	32
FAT_015-22-42-0_came_from_donor	caer:CSV91_03105	729	245	5
FAT_015-22-42-0_came_from_donor	eel:EUBELI_01662	714	89	1
FAT_006-22-14-0_came_from_both	caer:CSV91_03105	729	346	9
FAT_006-22-14-0_came_from_both	cct:CC1_02400	714	660	263
FAT_006-22-14-0_came_from_both	eel:EUBELI_01662	714	708	167
FAT_006-22-14-0_came_from_both	ere:EUBREC_0087	714	708	241
FAT_006-22-14-0_came_from_both	rix:RO1_33960	735	734	153
FAT_006-22-14-0_came_from_both	rum:CK1_37030	765	765	643
FAT_012-22-14-0_came_from_donor	caer:CSV91_03105	729	65	2
FAT_012-22-14-0_came_from_donor	cct:CC1_02400	714	476	22
FAT_012-22-14-0_came_from_donor	eel:EUBELI_01662	714	324	7
FAT_012-22-14-0_came_from_donor	ere:EUBREC_0087	714	499	20
FAT_012-22-14-0_came_from_donor	rix:RO1_33960	735	469	19
SPB_T23_came_from_before	caer:CSV91_03105	729	409	7
SPB_T23_came_from_before	eel:EUBELI_01662	714	178	2
SPB_T23_came_from_before	ere:EUBREC_0087	714	361	4
FAT_008-22-84-0_came_from_both	cct:CC1_02400	714	626	224
FAT_008-22-84-0_came_from_both	eel:EUBELI_01662	714	684	109
FAT_008-22-84-0_came_from_both	ere:EUBREC_0087	714	703	154
FAT_008-22-84-0_came_from_both	rix:RO1_33960	735	726	147
FAT_008-22-84-0_came_from_both	rum:CK1_37030	765	765	1196
FAT_020-22-84-0_not_settle	caer:CSV91_03105	729	715	60
FAT_020-22-84-0_not_settle	cct:CC1_02400	714	550	25
FAT_020-22-84-0_not_settle	eel:EUBELI_01662	714	517	18
FAT_020-22-84-0_not_settle	ele:Elen_1167	699	59	1
FAT_020-22-84-0_not_settle	erb:A4V01_10505	705	217	3
FAT_020-22-84-0_not_settle	ere:EUBREC_0087	714	509	24
FAT_020-22-84-0_not_settle	llk:LLKF_1298	678	159	2
FAT_020-22-84-0_not_settle	rix:RO1_33960	735	531	13
FAT_020-22-84-0_not_settle	rum:CK1_37030	765	134	2
FAT_006-22-14-0_came_from_before	caer:CSV91_03105	729	143	3
FAT_006-22-14-0_came_from_before	rum:CK1_37030	765	224	4
SPB_T27_came_from_both	caer:CSV91_03105	729	695	50
SPB_T27_came_from_both	cct:CC1_02400	714	704	115
SPB_T27_came_from_both	eel:EUBELI_01662	714	560	47
SPB_T27_came_from_both	ere:EUBREC_0087	714	710	68
SPB_T27_came_from_both	rix:RO1_33960	735	727	51
SPB_T27_came_from_both	rum:CK1_37030	765	765	139
SPB_T39_came_from_before	ele:Elen_1167	699	233	2
SPB_T25_settle	caer:CSV91_03105	729	729	41
SPB_T25_settle	cct:CC1_02400	714	657	187
SPB_T25_settle	eel:EUBELI_01662	714	419	59
SPB_T25_settle	ere:EUBREC_0087	714	714	104
SPB_T25_settle	rix:RO1_33960	735	734	67
SPB_T25_settle	rum:CK1_37030	765	765	123
FAT_020-22-2-0_came_from_both	caer:CSV91_03105	729	169	2
FAT_020-22-2-0_came_from_both	cct:CC1_02400	714	594	551
FAT_020-22-2-0_came_from_both	eel:EUBELI_01662	714	703	398
FAT_020-22-2-0_came_from_both	ere:EUBREC_0087	714	712	556
FAT_020-22-2-0_came_from_both	rix:RO1_33960	735	734	376
FAT_020-22-2-0_came_from_both	rum:CK1_37030	765	761	124
FAT_006-22-42-0_came_itself	caer:CSV91_03105	729	278	4
FAT_006-22-42-0_came_itself	cct:CC1_02400	714	280	8
FAT_006-22-42-0_came_itself	eel:EUBELI_01662	714	188	6
FAT_006-22-42-0_came_itself	ere:EUBREC_0087	714	529	11
FAT_006-22-42-0_came_itself	rix:RO1_33960	735	329	6
FAT_006-22-42-0_came_itself	rum:CK1_37030	765	293	8
R02_W8_came_from_donor	caer:CSV91_03105	729	561	6
R02_W8_came_from_donor	eel:EUBELI_01662	714	338	7
R02_W8_came_from_donor	ere:EUBREC_0087	714	171	4
R02_W8_came_from_donor	rix:RO1_33960	735	314	8
SPB_T42_came_from_both	caer:CSV91_03105	729	336	8
SPB_T42_came_from_both	cct:CC1_02400	714	521	44
SPB_T42_came_from_both	eel:EUBELI_01662	714	563	20
SPB_T42_came_from_both	ere:EUBREC_0087	714	525	24
SPB_T42_came_from_both	rix:RO1_33960	735	609	12
SPB_T42_came_from_both	rum:CK1_37030	765	765	69
FAT_015-22-42-0_not_settle	caer:CSV91_03105	729	188	2
FAT_015-22-42-0_not_settle	cct:CC1_02400	714	658	181
FAT_015-22-42-0_not_settle	eel:EUBELI_01662	714	520	152
FAT_015-22-42-0_not_settle	ele:Elen_1167	699	93	1
FAT_015-22-42-0_not_settle	erb:A4V01_10505	705	317	4
FAT_015-22-42-0_not_settle	ere:EUBREC_0087	714	697	218
FAT_015-22-42-0_not_settle	psor:RSJ16_09120	705	193	3
FAT_015-22-42-0_not_settle	rix:RO1_33960	735	679	127
FAT_015-22-42-0_not_settle	rob:CK5_35820	705	271	5
FAT_015-22-42-0_not_settle	rum:CK1_37030	765	735	25
FAT_012-22-2-0_settle	caer:CSV91_03105	729	261	5
FAT_012-22-2-0_settle	cct:CC1_02400	714	597	448
FAT_012-22-2-0_settle	eel:EUBELI_01662	714	711	273
FAT_012-22-2-0_settle	ere:EUBREC_0087	714	714	433
FAT_012-22-2-0_settle	rix:RO1_33960	735	733	326
FAT_012-22-2-0_settle	rum:CK1_37030	765	765	577
FAT_015-22-2-0_came_from_donor	cct:CC1_02400	714	171	3
FAT_015-22-2-0_came_from_donor	rix:RO1_33960	735	175	2
FAT_012-22-84-0_not_settle	cct:CC1_02400	714	328	9
FAT_012-22-84-0_not_settle	eel:EUBELI_01662	714	88	1
FAT_012-22-84-0_not_settle	ere:EUBREC_0087	714	437	9
FAT_012-22-84-0_not_settle	rix:RO1_33960	735	87	1
FAT_012-22-84-0_not_settle	rum:CK1_37030	765	536	11
FAT_012-22-2-0_not_settle	caer:CSV91_03105	729	304	8
FAT_012-22-2-0_not_settle	cct:CC1_02400	714	499	13
FAT_012-22-2-0_not_settle	eel:EUBELI_01662	714	300	12
FAT_012-22-2-0_not_settle	ere:EUBREC_0087	714	562	17
FAT_012-22-2-0_not_settle	rix:RO1_33960	735	293	5
FAT_012-22-2-0_not_settle	rum:CK1_37030	765	264	5
FAT_006-22-42-0_stay	caer:CSV91_03105	729	718	124
FAT_006-22-42-0_stay	cct:CC1_02400	714	660	188
FAT_006-22-42-0_stay	eel:EUBELI_01662	714	696	85
FAT_006-22-42-0_stay	ere:EUBREC_0087	714	713	147
FAT_006-22-42-0_stay	rix:RO1_33960	735	723	146
FAT_006-22-42-0_stay	rum:CK1_37030	765	765	899
FAT_012-22-84-0_stay	caer:CSV91_03105	729	714	107
FAT_012-22-84-0_stay	cct:CC1_02400	714	713	677
FAT_012-22-84-0_stay	eel:EUBELI_01662	714	710	305
FAT_012-22-84-0_stay	ere:EUBREC_0087	714	714	532
FAT_012-22-84-0_stay	rix:RO1_33960	735	735	585
FAT_012-22-84-0_stay	rum:CK1_37030	765	765	1740
FAT_020-22-84-0_came_from_both	cct:CC1_02400	714	584	700
FAT_020-22-84-0_came_from_both	eel:EUBELI_01662	714	707	678
FAT_020-22-84-0_came_from_both	ere:EUBREC_0087	714	714	868
FAT_020-22-84-0_came_from_both	rix:RO1_33960	735	733	499
FAT_020-22-84-0_came_from_both	rum:CK1_37030	765	765	1006
FAT_015-22-2-0_came_itself	caer:CSV91_03105	729	257	6
FAT_015-22-2-0_came_itself	cct:CC1_02400	714	179	2
FAT_015-22-2-0_came_itself	eel:EUBELI_01662	714	83	1
FAT_015-22-2-0_came_itself	ere:EUBREC_0087	714	83	1
FAT_015-22-2-0_came_itself	gpa:GPA_18440	699	503	7
FAT_015-22-2-0_came_itself	rix:RO1_33960	735	97	2
FAT_015-22-2-0_came_itself	rob:CK5_35820	705	250	5
SPB_T33_came_from_before	caer:CSV91_03105	729	124	1
SPB_T33_came_from_before	ele:Elen_1167	699	107	1
SPB_T33_came_from_before	rix:RO1_33960	735	162	2
SPB_T33_came_from_before	rum:CK1_37030	765	365	6
SPB_T33_came_itself	caer:CSV91_03105	729	358	5
SPB_T33_came_itself	cct:CC1_02400	714	190	2
SPB_T33_came_itself	eel:EUBELI_01662	714	210	3
FAT_015-22-42-0_came_from_both	caer:CSV91_03105	729	680	331
FAT_015-22-42-0_came_from_both	cct:CC1_02400	714	584	181
FAT_015-22-42-0_came_from_both	eel:EUBELI_01662	714	679	115
FAT_015-22-42-0_came_from_both	ere:EUBREC_0087	714	690	170
FAT_015-22-42-0_came_from_both	rix:RO1_33960	735	728	100
FAT_015-22-42-0_came_from_both	rum:CK1_37030	765	764	790
FAT_020-22-14-0_came_from_donor	cct:CC1_02400	714	263	3
FAT_020-22-14-0_came_from_donor	eel:EUBELI_01662	714	88	1
FAT_020-22-14-0_came_from_donor	ere:EUBREC_0087	714	225	6
FAT_020-22-14-0_came_from_donor	rix:RO1_33960	735	316	6
FAT_006-22-2-0_not_settle	caer:CSV91_03105	729	314	6
FAT_006-22-2-0_not_settle	cct:CC1_02400	714	644	175
FAT_006-22-2-0_not_settle	eel:EUBELI_01662	714	572	145
FAT_006-22-2-0_not_settle	ele:Elen_1167	699	93	1
FAT_006-22-2-0_not_settle	erb:A4V01_10505	705	317	4
FAT_006-22-2-0_not_settle	ere:EUBREC_0087	714	693	196
FAT_006-22-2-0_not_settle	psor:RSJ16_09120	705	193	3
FAT_006-22-2-0_not_settle	rix:RO1_33960	735	687	123
FAT_006-22-2-0_not_settle	rob:CK5_35820	705	271	5
FAT_006-22-2-0_not_settle	rum:CK1_37030	765	757	33
FAT_012-22-14-0_came_from_both	cct:CC1_02400	714	702	535
FAT_012-22-14-0_came_from_both	eel:EUBELI_01662	714	710	300
FAT_012-22-14-0_came_from_both	ere:EUBREC_0087	714	713	474
FAT_012-22-14-0_came_from_both	rix:RO1_33960	735	732	503
FAT_012-22-14-0_came_from_both	rum:CK1_37030	765	764	786
FAT_012-22-42-0_stay	caer:CSV91_03105	729	153	2
FAT_012-22-42-0_stay	cct:CC1_02400	714	624	621
FAT_012-22-42-0_stay	eel:EUBELI_01662	714	709	235
FAT_012-22-42-0_stay	ere:EUBREC_0087	714	711	439
FAT_012-22-42-0_stay	rix:RO1_33960	735	735	430
FAT_012-22-42-0_stay	rum:CK1_37030	765	765	1346
FAT_006-22-14-0_not_settle	caer:CSV91_03105	729	609	29
FAT_006-22-14-0_not_settle	cct:CC1_02400	714	694	199
FAT_006-22-14-0_not_settle	eel:EUBELI_01662	714	516	131
FAT_006-22-14-0_not_settle	ele:Elen_1167	699	93	1
FAT_006-22-14-0_not_settle	erb:A4V01_10505	705	317	4
FAT_006-22-14-0_not_settle	ere:EUBREC_0087	714	693	220
FAT_006-22-14-0_not_settle	gpa:GPA_18440	699	145	2
FAT_006-22-14-0_not_settle	psor:RSJ16_09120	705	193	3
FAT_006-22-14-0_not_settle	rix:RO1_33960	735	686	146
FAT_006-22-14-0_not_settle	rob:CK5_35820	705	271	5
FAT_006-22-14-0_not_settle	rum:CK1_37030	765	752	33
FAT_020-22-42-0_gone	caer:CSV91_03105	729	454	14
FAT_020-22-42-0_gone	cct:CC1_02400	714	396	6
FAT_020-22-42-0_gone	eel:EUBELI_01662	714	322	6
FAT_020-22-42-0_gone	ere:EUBREC_0087	714	561	12
FAT_020-22-42-0_gone	gpa:GPA_18440	699	88	1
FAT_020-22-42-0_gone	rix:RO1_33960	735	147	2
FAT_020-22-42-0_gone	rum:CK1_37030	765	188	4
FAT_006-22-84-0_came_from_donor	rum:CK1_37030	765	64	1
R02_W4_came_from_before	cct:CC1_02400	714	126	4
FAT_020-22-42-0_came_from_both	caer:CSV91_03105	729	141	2
FAT_020-22-42-0_came_from_both	cct:CC1_02400	714	588	208
FAT_020-22-42-0_came_from_both	eel:EUBELI_01662	714	705	165
FAT_020-22-42-0_came_from_both	ere:EUBREC_0087	714	705	288
FAT_020-22-42-0_came_from_both	rix:RO1_33960	735	735	143
FAT_020-22-42-0_came_from_both	rum:CK1_37030	765	762	131
FAT_006-22-84-0_came_from_both	caer:CSV91_03105	729	229	6
FAT_006-22-84-0_came_from_both	cct:CC1_02400	714	562	48
FAT_006-22-84-0_came_from_both	eel:EUBELI_01662	714	626	23
FAT_006-22-84-0_came_from_both	ere:EUBREC_0087	714	681	62
FAT_006-22-84-0_came_from_both	rix:RO1_33960	735	659	38
FAT_006-22-84-0_came_from_both	rum:CK1_37030	765	764	194
FAT_012-22-42-0_not_settle	caer:CSV91_03105	729	466	16
FAT_012-22-42-0_not_settle	cct:CC1_02400	714	541	21
FAT_012-22-42-0_not_settle	eel:EUBELI_01662	714	594	40
FAT_012-22-42-0_not_settle	ere:EUBREC_0087	714	595	21
